Project,Market Sector,User Growth Score,Growth Category,Explanation
Clique,Infrastructure,,,"Project 'Clique' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
BoomLand,Gaming,,,"Project 'BoomLand' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Ekubo Protocol,Exchanges (DEX),63.189655172413794,Steady Growth,"Project 'Ekubo Protocol' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 63.19, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 63.19 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Catalyst,Bridges,,,"Project 'Catalyst' in the 'Bridges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Bridge Volume: nan (Weight: 0.50)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Thorchain,Exchanges (DEX),98.85057471264368,Exceptional Growth,"Project 'Thorchain' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 98.85, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 98.85 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
pods.media,Social,,,"Project 'pods.media' in the 'Social' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: nan (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: nan (Weight: 0.20)"
Starbase,Exchanges (DEX),,,"Project 'Starbase' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Loopring,Exchanges (DEX),84.91657397107898,Exceptional Growth,"Project 'Loopring' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 84.92, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 82.76 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 93.55 (Weight: 0.10)"
Nearlend DAO,Lending,,,"Project 'Nearlend DAO' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Stryke,Derivative exchanges,36.00371057513915,Slow Growth,"Project 'Stryke' in the 'Derivative exchanges' sector has an overall User Growth Score of 36.00, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 40.46 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 18.18 (Weight: 0.10)"
Drift Protocol,Derivative exchanges,95.91836734693875,Exceptional Growth,"Project 'Drift Protocol' in the 'Derivative exchanges' sector has an overall User Growth Score of 95.92, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 95.92 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
LogX,Derivative exchanges,,,"Project 'LogX' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Kiln,Liquid staking,,,"Project 'Kiln' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Cetus,Exchanges (DEX),80.45977011494253,Exceptional Growth,"Project 'Cetus' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 80.46, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 80.46 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Celer Network,Infrastructure,56.10923715620135,Steady Growth,"Project 'Celer Network' in the 'Infrastructure' sector has an overall User Growth Score of 56.11, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 57.39 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 52.26 (Weight: 0.10)"
Aark,Derivative exchanges,56.83673469387756,Steady Growth,"Project 'Aark' in the 'Derivative exchanges' sector has an overall User Growth Score of 56.84, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 57.30 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 55.00 (Weight: 0.10)"
Ancient8,Blockchains (L2),61.54861442904921,Steady Growth,"Project 'Ancient8' in the 'Blockchains (L2)' sector has an overall User Growth Score of 61.55, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 62.21 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: 59.89 (Weight: 0.10)"
Storj,Infrastructure,77.19252724442137,Strong Growth,"Project 'Storj' in the 'Infrastructure' sector has an overall User Growth Score of 77.19, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 74.47 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 85.37 (Weight: 0.10)"
Magpie XYZ,Asset management,68.83870967741936,Strong Growth,"Project 'Magpie XYZ' in the 'Asset management' sector has an overall User Growth Score of 68.84, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 67.50 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 74.19 (Weight: 0.10)"
Jupiter,Exchanges (DEX),95.40229885057471,Exceptional Growth,"Project 'Jupiter' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 95.40, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 95.40 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Rings,Stablecoin issuers,,,"Project 'Rings' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
Soneium,Blockchains (L2),93.61207897793265,Exceptional Growth,"Project 'Soneium' in the 'Blockchains (L2)' sector has an overall User Growth Score of 93.61, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: 92.86 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 95.12 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Puffer Finance,Liquid staking,,,"Project 'Puffer Finance' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Thetis Market,Exchanges (DEX),,,"Project 'Thetis Market' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Lombard Finance,Liquid staking,,,"Project 'Lombard Finance' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Reserve,Stablecoin issuers,,,"Project 'Reserve' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
Superseed,Blockchains (L2),46.91347270615563,Steady Growth,"Project 'Superseed' in the 'Blockchains (L2)' sector has an overall User Growth Score of 46.91, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 46.07 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 48.60 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
RARI Chain,Blockchains (L3),,,"Project 'RARI Chain' in the 'Blockchains (L3)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Sorare,Gaming,,,"Project 'Sorare' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Abstract,Blockchains (L2),,,"Project 'Abstract' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
TruFin,Liquid staking,,,"Project 'TruFin' in the 'Liquid staking' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Meteora,Exchanges (DEX),,,"Project 'Meteora' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
XDC Network,Blockchains (L1),42.5,Slow Growth,"Project 'XDC Network' in the 'Blockchains (L1)' sector has an overall User Growth Score of 42.50, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 42.50 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Ion Protocol,Lending,,,"Project 'Ion Protocol' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Paxos,Stablecoin issuers,,,"Project 'Paxos' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
Talis Protocol,NFT marketplaces,21.11111111111111,Stagnant/Declining,"Project 'Talis Protocol' in the 'NFT marketplaces' sector has an overall User Growth Score of 21.11, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 21.11 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Optopia,Blockchains (L2),22.252747252747255,Stagnant/Declining,"Project 'Optopia' in the 'Blockchains (L2)' sector has an overall User Growth Score of 22.25, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 31.15 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: 0.00 (Weight: 0.10)"
Gram,ERC20 Tokens,100.0,Exceptional Growth,"Project 'Gram' in the 'ERC20 Tokens' sector has an overall User Growth Score of 100.00, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: 100.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Guild of Guardians,Gaming,49.803921568627445,Steady Growth,"Project 'Guild of Guardians' in the 'Gaming' sector has an overall User Growth Score of 49.80, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: 55.00 (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 39.41 (Weight: 0.10)"
Eggs Finance,Asset management,75.6852394916911,Strong Growth,"Project 'Eggs Finance' in the 'Asset management' sector has an overall User Growth Score of 75.69, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 84.85 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 39.03 (Weight: 0.10)"
Astroport,Exchanges (DEX),30.689655172413794,Slow Growth,"Project 'Astroport' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 30.69, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 30.69 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
